北京临床版编码v7.0,北京临床版名称v7.0,国家临床版编码2.0,附加代码,国家临床版名称2.0,
Q14.201,先天性视神经乳头缺损,Q14.200x001,,先天性视神经乳头缺损,Q14.200x001
Q14.202,先天性视神经乳头小凹,Q14.200x002,,先天性视神经乳头小凹,Q14.200x002
Q14.204,先天性视神经乳头发育不全,Q14.200x004,,先天性视神经乳头发育不全,Q14.200x004
Q14.205,有髓鞘视神经纤维,Q14.200x005,,有髓鞘神经纤维,Q14.200x005
Q14.206,牵牛花综合征,Q14.201,,牵牛花综合征,Q14.201
Q14.301,先天性脉络膜畸形,Q14.300,,脉络膜先天性畸形,Q14.300
Q14.302,先天性脉络膜缺损,Q14.301,,先天性脉络膜缺损,Q14.301
Q14.801,先天性眼底缺损,Q14.801,,眼底缺损,Q14.801
Q15.001,先天性水眼[眼积水],Q15.000x001,,先天性水眼[眼积水],Q15.000x001
Q15.002,先天性青光眼,Q15.000,,先天性青光眼,Q15.000
Q15.004,先天性球形角膜伴青光眼,Q15.002,,先天性球形角膜伴青光眼,Q15.002
Q15.801,先天性小角膜,Q15.802,,先天性小角膜,Q15.802
Q15.901,先天性眼畸形,Q15.900,,眼先天性畸形,Q15.900
Q16.001,先天性无耳廓,Q16.000,,先天性无(耳)郭,Q16.000
Q16.101,先天性外耳道狭窄,Q16.103,,先天性外耳道狭窄,Q16.103
Q16.102,先天性外耳道闭锁,Q16.102,,先天性外耳道闭锁,Q16.102
Q16.103,先天性外耳道缺如,Q16.101,,先天性外耳道缺如,Q16.101
Q16.201,先天性无咽鼓管,Q16.200,,无咽鼓管,Q16.200
Q16.301,先天性听小骨畸形,Q16.300,,听小骨先天性畸形,Q16.300
Q16.302,先天性听小骨融合,Q16.300,,听小骨先天性畸形,Q16.300
Q16.401,先天性中耳畸形,Q16.400x001,,先天性中耳畸形,Q16.400x001
Q16.402,先天性中耳缺如,Q16.401,,中耳缺失,Q16.401
Q16.501,大前庭导水管综合征,Q16.501,,大前庭导水管综合征,Q16.501
Q16.502,内耳发育不全[先天性耳蜗畸形],Q16.500x002,,内耳发育不全[先天性耳蜗畸形],Q16.500x002
Q16.503,先天性内耳畸形,Q16.500,,内耳先天性畸形,Q16.500
Q16.901,先天性无耳,Q16.901,,先天性无耳,Q16.901
Q16.902,先天性耳畸形伴听力损害,Q16.900x002,,先天性耳畸形伴听力损害,Q16.900x002
Q17.001,先天性副耳廓,Q17.000,,副耳郭,Q17.000
Q17.002,先天性耳赘,Q17.002,,先天性耳赘,Q17.002
Q17.003,先天性副耳垂,Q17.000x003,,先天性副耳垂,Q17.000x003
Q17.005,先天性颊部副耳,Q17.000x005,,先天性颊部副耳,Q17.000x005
Q17.101,先天性巨耳,Q17.100,,巨耳畸形,Q17.100
Q17.201,先天性小耳畸形,Q17.200,,小耳畸形,Q17.200
Q17.302,先天性尖耳,Q17.300x002,,先天性尖耳,Q17.300x002
Q17.303,先天性杯状耳,Q17.300x003,,先天性杯状耳,Q17.300x003
Q17.304,先天性卷曲耳,Q17.300x004,,先天性卷曲耳,Q17.300x004
Q17.305,先天性扁平耳,Q17.300x005,,先天性扁平耳,Q17.300x005
Q17.306,先天性猿耳,Q17.300x006,,先天性猿耳,Q17.300x006
Q17.401,先天性移位耳,Q17.400,,移位耳,Q17.400
Q17.402,先天性低位耳,Q17.400x002,,先天性低位耳,Q17.400x002
Q17.501,先天性招风耳,Q17.501,,招风耳,Q17.501
Q17.801,先天性耳垂缺如,Q17.802,,先天性耳垂缺如,Q17.802
Q17.803,先天性耳垂裂,Q17.801,,先天性耳垂裂,Q17.801
Q17.804,先天性隐耳,Q17.800x004,,先天性隐耳,Q17.800x004
Q17.901,先天性耳畸形,Q17.900,,耳先天性畸形,Q17.900
Q17.902,先天性外耳畸形,Q17.901,,先天性外耳畸形,Q17.901
Q17.903,先天性耳廓畸形,Q17.901,,先天性外耳畸形,Q17.901
Q18.001,鳃裂瘘,Q18.001,,先天性鳃裂瘘管,Q18.001
Q18.002,鳃裂囊肿,Q18.002,,先天性鳃裂囊肿,Q18.002
Q18.003,梨状窝瘘,Q18.003,,梨状窝瘘,Q18.003
Q18.101,先天性耳廓瘘,Q18.101,,先天性耳郭瘘,Q18.101
Q18.102,先天性耳前瘘,Q18.102,,先天性耳前瘘管,Q18.102
Q18.103,先天性颈前瘘管,Q18.100x003,,先天性颈前瘘管,Q18.100x003
Q18.105,先天性耳前囊肿,Q18.103,,先天性耳前囊肿,Q18.103
Q18.106,先天性耳后瘘,Q18.100x006,,先天性耳后瘘,Q18.100x006
Q18.107,先天性耳廓囊肿,Q18.100x007,,先天性耳廓囊肿,Q18.100x007
Q18.108,先天性颈外侧瘘,Q18.100x008,,先天性颈外侧瘘,Q18.100x008
Q18.109,先天性颈外侧囊肿,Q18.100x009,,先天性颈外侧囊肿,Q18.100x009
Q18.201,先天性鳃裂畸形,Q18.200x001,,先天性鳃裂畸形,Q18.200x001
Q18.203,无下颌并耳畸形,Q18.200x003,,无下颌并耳畸形,Q18.200x003
Q18.204,颈部副耳,Q18.200x004,,颈部副耳,Q18.200x004
Q18.301,颈蹼,Q18.300,,颈蹼,Q18.300
Q18.401,大口畸形,Q18.400,,大口畸形,Q18.400
Q18.402,面横裂,Q18.400,,大口畸形,Q18.400
Q18.403,面斜裂,Q18.400,,大口畸形,Q18.400
Q18.404,面中裂,Q18.400x004,,面中裂,Q18.400x004
Q18.501,小口畸形,Q18.500,,小口畸形,Q18.500
Q18.601,先天性巨唇,Q18.600,,巨唇,Q18.600
Q18.701,先天性小唇,Q18.700,,小唇,Q18.700
Q18.801,先天性颈部囊肿,Q18.800x001,,先天性颈部囊肿,Q18.800x001
Q18.802,先天性面部瘘,Q18.800x002,,先天性面部瘘,Q18.800x002
Q18.803,先天性面部囊肿,Q18.800x003,,先天性面部囊肿,Q18.800x003
Q18.804,先天性颈部瘘,Q18.800x004,,先天性颈部瘘,Q18.800x004
Q18.901,先天性颜面畸形,Q18.902,,先天性颜面畸形,Q18.902
Q18.902,先天性鼻唇沟畸形,Q18.900x002,,先天性鼻唇沟畸形,Q18.900x002
Q20.002,共同动脉干,Q20.000,,共同动脉干,Q20.000
Q20.003,共同动脉干瓣膜关闭不全,Q20.000,,共同动脉干,Q20.000
Q20.101,右心室双出口,Q20.100,,右心室双出口,Q20.100
Q20.102,"右室双出口,大动脉转位型",Q20.100,,右心室双出口,Q20.100
Q20.103,先天性右心室瘘,Q20.100,,右心室双出口,Q20.100
Q20.104,"右室双出口,室间隔缺损型",Q20.100,,右心室双出口,Q20.100
Q20.105,"右室双出口,室间隔缺损远离型",Q20.100,,右心室双出口,Q20.100
Q20.106,"右室双出口,室间隔完整",Q20.100,,右心室双出口,Q20.100
Q20.107,"右室双出口,四联症型",Q20.100,,右心室双出口,Q20.100
Q20.201,左心室双出口,Q20.200,,左心室双出口,Q20.200
Q20.202,先天性左心室瘘,Q20.200,,左心室双出口,Q20.200
Q20.301,完全型大动脉转位,Q20.302,,完全性大动脉转位,Q20.302
Q20.302,主动脉右转位,Q20.300x002,,主动脉右转位,Q20.300x002
Q20.303,矫正性大动脉转位,Q20.301,,纠正性大动脉转位,Q20.301
Q20.304,"大动脉转位,室间隔缺损",Q20.300,,心室动脉连接不协调,Q20.300
Q20.305,"大动脉转位,室间隔缺损-左室流出道狭窄",Q20.300,,心室动脉连接不协调,Q20.300
Q20.306,"大动脉转位,室间隔完整",Q20.300,,心室动脉连接不协调,Q20.300
Q20.307,"大动脉转位,室间隔完整-左室流出道狭窄",Q20.300,,心室动脉连接不协调,Q20.300
Q20.308,大动脉转位,Q20.300x001,,大动脉转位,Q20.300x001
Q20.401,单心室,Q20.401,,单心室,Q20.401
Q20.501,心室反位,Q20.500x001,,心室反位,Q20.500x001
Q20.601,心房异构,Q20.600,,心耳异构,Q20.600
Q20.801,右室双腔心,Q20.802,,双腔心,Q20.802
Q20.802,单心房,Q20.801,,单房心脏,Q20.801
Q20.803,先天性小心室,Q20.800x003,,先天性小心室,Q20.800x003
Q21.001,室间隔缺损,Q21.000,,室间隔缺损,Q21.000
Q21.102,房间隔缺损,Q21.100,,房间隔缺损,Q21.100
Q21.103,卵圆孔未闭,Q21.101,,中央型房间隔缺损(卵圆孔型),Q21.101
Q21.105,卢滕巴赫综合征[Lutembacher综合征],Q21.106,,鲁登巴赫综合征,Q21.106
Q21.107,"房间隔缺损,单心房",Q21.100,,房间隔缺损,Q21.100
Q21.108,"房间隔缺损,二孔型",Q21.104,,混合型房间隔缺损,Q21.104
Q21.109,"房间隔缺损,冠状窦型",Q21.100,,房间隔缺损,Q21.100
Q21.110,"房间隔缺损,静脉窦型",Q21.103,,上腔型房间隔缺损(高位缺损或静脉窦缺损),Q21.103
Q21.202,心内膜垫缺损,Q21.207,,先天性心内膜垫缺损,Q21.207
Q21.203,完全型心内膜垫缺损,Q21.205,,完全性房室隔缺损,Q21.205
Q21.204,部分型心内膜垫缺损,Q21.203,,部分性房室隔缺损,Q21.203
Q21.205,过渡型心内膜垫缺损,Q21.204,,过渡性房室隔缺损,Q21.204
Q21.207,房间隔缺损(I型),Q21.201,,Ⅰ型房间隔缺损,Q21.201
Q21.301,法洛四联症,Q21.300,,法洛\[法乐\]四联症,Q21.300
Q21.302,"法洛四联症,肺动脉瓣缺如",Q21.300,,法洛\[法乐\]四联症,Q21.300
Q21.303,"法洛四联症,心内膜垫缺损",Q21.300,,法洛\[法乐\]四联症,Q21.300
Q21.401,主肺动脉窗,Q21.400,,主动脉肺动脉间隔缺损,Q21.400
Q21.801,艾森曼格缺陷,Q21.800x001,,艾森曼格缺陷,Q21.800x001
Q21.803,室间隔膜部瘤,Q21.800x003,,室间隔膜部瘤,Q21.800x003
Q21.804,先天性房间隔膨出瘤,Q21.800x004,,先天性房间隔膨出瘤,Q21.800x004
Q21.805,法洛三联症,Q21.805,,法洛三联症,Q21.805
Q22.001,先天性肺动脉瓣闭锁,Q22.000,,肺动脉瓣闭锁,Q22.000
Q22.101,先天性肺动脉瓣狭窄,Q22.100,,先天性肺动脉瓣狭窄,Q22.100
Q22.201,先天性肺动脉瓣关闭不全,Q22.200,,先天性肺动脉瓣关闭不全,Q22.200
Q22.301,先天性肺动脉瓣畸形,Q22.301,,先天性肺动脉瓣畸形,Q22.301
Q22.303,先天性肺动脉瓣缺如,Q22.302,,先天性肺动脉瓣缺如,Q22.302
Q22.304,先天性肺动脉瓣狭窄并关闭不全,Q22.300,,肺动脉瓣的其他先天性畸形,Q22.300
Q22.402,先天性三尖瓣狭窄,Q22.400,,先天性三尖瓣狭窄,Q22.400
Q22.403,先天性三尖瓣闭锁,Q22.400x003,,先天性三尖瓣闭锁,Q22.400x003
Q22.501,埃布斯坦畸形[Ebstein畸形],Q22.500,,埃布斯坦异常,Q22.500
Q22.602,右心发育不良综合征,Q22.600,,右心发育不全综合征,Q22.600
Q22.801,三尖瓣发育异常,Q22.800,,三尖瓣的其他先天性畸形,Q22.800
Q22.803,先天性三尖瓣缺如,Q22.802,,先天性三尖瓣缺如,Q22.802
Q22.804,先天性三尖瓣乳头肌起源异常,Q22.800,,三尖瓣的其他先天性畸形,Q22.800
Q22.805,先天性三尖瓣骑跨,Q22.800,,三尖瓣的其他先天性畸形,Q22.800
Q22.806,先天性三尖瓣关闭不全,Q22.801,,先天性三尖瓣关闭不全,Q22.801
Q22.807,先天性三尖瓣裂,Q22.800,,三尖瓣的其他先天性畸形,Q22.800
Q23.001,先天性主动脉瓣狭窄,Q23.000,,先天性主动脉瓣狭窄,Q23.000
Q23.101,先天性主动脉瓣关闭不全,Q23.100,,先天性主动脉瓣关闭不全,Q23.100
Q23.102,主动脉瓣二瓣化畸形,Q23.101,,先天性主动脉瓣二叶瓣畸形,Q23.101
Q23.201,先天性二尖瓣狭窄,Q23.200,,先天性二尖瓣狭窄,Q23.200
Q23.202,先天性二尖瓣闭锁,Q23.200x002,,先天性二尖瓣闭锁,Q23.200x002
Q23.203,"先天性二尖瓣狭窄,二尖瓣上环",Q23.200,,先天性二尖瓣狭窄,Q23.200
Q23.204,"先天性二尖瓣狭窄,瓣下,降落伞型",Q23.200,,先天性二尖瓣狭窄,Q23.200
Q23.301,先天性二尖瓣关闭不全,Q23.300,,先天性二尖瓣关闭不全,Q23.300
Q23.302,先天性二尖瓣关闭不全并狭窄,Q23.300,,先天性二尖瓣关闭不全,Q23.300
Q23.401,左心发育不良综合征,Q23.400,,左心发育不全综合征,Q23.400
Q23.402,先天性主动脉-左室通道,Q23.400x002,,先天性主动脉-左室通道,Q23.400x002
Q23.801,先天性二尖瓣脱垂,Q23.802,,先天性二尖瓣脱垂,Q23.802
Q23.803,先天性二尖瓣腱索过长,Q23.803,,先天性二尖瓣腱索过长,Q23.803
Q23.804,先天性主动脉瓣穿孔,Q23.800x004,,先天性主动脉瓣穿孔,Q23.800x004
Q23.806,先天性二尖瓣裂,Q23.805,,先天性二尖瓣裂,Q23.805
Q23.807,先天性主动脉瓣瓣上隔膜,Q23.804,,先天性主动脉瓣瓣上隔膜,Q23.804
Q23.808,先天性二尖瓣穿孔,Q23.800x008,,先天性二尖瓣穿孔,Q23.800x008
Q23.809,先天性二尖瓣瓣上隔膜,Q23.800,,主动脉瓣和二尖瓣的其他先天性畸形,Q23.800
Q23.810,先天性主动脉瓣脱垂,Q23.801,,先天性主动脉瓣脱垂,Q23.801
Q23.811,二尖瓣发育不良,Q23.800,,主动脉瓣和二尖瓣的其他先天性畸形,Q23.800
Q23.812,先天性主动脉瓣关闭不全并狭窄,Q23.800x001,,先天性主动脉瓣关闭不全并狭窄,Q23.800x001
Q23.901,先天性主动脉瓣畸形,Q23.900x001,,先天性主动脉瓣畸形,Q23.900x001
Q23.903,先天性二尖瓣畸形,Q23.901,,先天性二尖瓣畸形,Q23.901
Q24.001,右位心,Q24.000,,右位心,Q24.000
Q24.002,镜面右位心,Q24.000,,右位心,Q24.000
Q24.003,单发右位心,Q24.000,,右位心,Q24.000
Q24.101,左位心,Q24.100,,左位心,Q24.100
Q24.201,三房心,Q24.200,,三房心,Q24.200
Q24.301,右室流出道狭窄[肺动脉瓣漏斗部狭窄],Q24.300,,肺动脉漏斗部狭窄,Q24.300
Q24.302,"肺动脉瓣狭窄,瓣下",Q24.300x002,,"肺动脉瓣狭窄,瓣下",Q24.300x002
Q24.401,先天性主动脉瓣下狭窄,Q24.400x001,,先天性主动脉瓣下狭窄,Q24.400x001
Q24.402,左室流出道狭窄,Q23.001,,左室流出道狭窄,Q23.001
Q24.403,先天性主动脉瓣下隔膜,Q24.400x003,,先天性主动脉瓣下隔膜,Q24.400x003
Q24.501,先天性冠状动脉瘤,Q24.505,,先天性冠状动脉动脉瘤,Q24.505
Q24.502,冠状血管畸形,Q24.500,,冠状血管畸形,Q24.500
Q24.503,右冠状动脉发育不良,Q24.506,,先天性冠状动脉发育不良,Q24.506
Q24.504,冠状动脉肌桥,Q24.501,,冠状动脉肌桥,Q24.501
Q24.505,先天性冠状动脉肺动脉瘘,Q24.507,,先天性冠状动脉肺动脉瘘,Q24.507
Q24.506,"先天性冠状动脉异常,动静脉瘘",Q24.509,,先天性冠状动静脉瘘,Q24.509
Q24.507,先天性冠状动脉右房瘘,Q24.503,,冠状动脉-右心房瘘,Q24.503
Q24.508,"先天性冠状动脉异常,异常肺动脉起源(包括左冠状动脉起源于肺动脉)",Q24.502,,冠状动脉起源异常,Q24.502
Q24.509,无顶冠状静脉窦综合征,Q24.510,,无顶冠状静脉窦综合征,Q24.510
Q24.510,先天性冠状动脉左室瘘,Q24.500x010,,先天性冠状动脉左室瘘,Q24.500x010
Q24.511,先天性冠状动脉右室瘘,Q24.504,,冠状动脉-右心室瘘,Q24.504
Q24.512,冠状动脉起源异常,Q24.502,,冠状动脉起源异常,Q24.502
Q24.513,先天性冠状动脉左房瘘,Q24.500x013,,先天性冠状动脉左房瘘,Q24.500x013
Q24.601,先天性心脏传导阻滞,Q24.600,,先天性心脏传导阻滞,Q24.600
Q24.602,先天性长QT间期综合征,Q24.600x002,,先天性长QT间期综合征,Q24.600x002
Q24.801,小心脏,Q24.901,,小心脏,Q24.901
Q24.802,先天性心包囊肿,Q24.807,,先天性心包囊肿,Q24.807
Q24.804,先天性心包缺损,Q24.808,,先天性心包缺损,Q24.808
Q24.805,先天性心室肥厚,Q24.809,,先天性心室肥厚,Q24.809
Q24.806,先天性心肌致密化不全,Q24.800x006,,先天性心肌致密化不全,Q24.800x006
Q24.807,右室流出道异常肌束,Q24.814,,心室异常肌束,Q24.814
Q24.809,十字交叉心,Q24.804,,十字交叉心,Q24.804
Q24.810,单组房室瓣,Q24.800x010,,单组房室瓣,Q24.800x010
Q24.811,先天性房室瓣骑跨,Q24.800x011,,先天性房室瓣骑跨,Q24.800x011
Q24.812,先天性房室瓣关闭不全,Q24.800x012,,先天性房室瓣关闭不全,Q24.800x012
Q24.814,先天性右心室憩室,Q24.800x014,,先天性右心室憩室,Q24.800x014
Q24.815,中位心,Q24.813,,中位心,Q24.813
Q24.816,先天性左心室憩室,Q24.812,,左室憩室,Q24.812
Q24.817,先天性心脏憩室,Q24.800x017,,先天性心脏憩室,Q24.800x017
Q24.818,先天性心包憩室,Q24.800x018,,先天性心包憩室,Q24.800x018
Q24.819,先天性右心房憩室,Q24.811,,先天性右心房憩室,Q24.811
Q24.901,先天性心脏病,Q24.900,,先天性心脏畸形,Q24.900
Q25.001,动脉导管未闭,Q25.000,,动脉导管未闭,Q25.000
Q25.101,主动脉缩窄,Q25.100,,主动脉缩窄,Q25.100
Q25.201,先天性主动脉闭锁,Q25.200,,主动脉闭锁,Q25.200
Q25.301,先天性主动脉狭窄,Q25.300,,主动脉狭窄,Q25.300
Q25.302,先天性主动脉瓣上狭窄,Q25.301,,先天性主动脉瓣上狭窄,Q25.301
Q25.303,先天性降主动脉狭窄,Q25.302,,先天性降主动脉狭窄,Q25.302
Q25.304,先天性升主动脉狭窄,Q25.300x004,,先天性升主动脉狭窄,Q25.300x004
Q25.401,先天性高主动脉弓,Q25.401,,先天性高主动脉弓,Q25.401
Q25.402,先天性双主动脉弓,Q25.402,,先天性双主动脉弓,Q25.402
Q25.403,先天性主动脉窦动脉瘤破裂,Q25.403,,先天性主动脉窦动脉瘤破裂,Q25.403
Q25.404,先天性主动脉弓右位,Q25.400x001,,先天性主动脉弓右位,Q25.400x001
Q25.405,先天性主动脉弓中断,Q25.404,,先天性主动脉弓断离,Q25.404
Q25.406,先天性主动脉窦动脉瘤,Q25.408,,主动脉窦动脉瘤,Q25.408
Q25.407,先天性主动脉弓发育不良,Q25.405,,先天性主动脉弓发育不良,Q25.405
Q25.409,先天性主动脉憩室,Q25.400x009,,先天性主动脉憩室,Q25.400x009
Q25.410,先天性主动脉骑跨,Q25.400x010,,先天性主动脉骑跨,Q25.400x010
Q25.411,先天性升主动脉发育不良,Q23.401,,先天性升主动脉发育不良,Q23.401
Q25.412,先天性主动脉窦畸形,Q25.400x012,,先天性主动脉窦畸形,Q25.400x012
Q25.413,先天性主动脉左房分流,Q25.400x013,,先天性主动脉左房分流,Q25.400x013
Q25.414,先天性主动脉扩张,Q25.406,,先天性主动脉扩张,Q25.406
Q25.501,肺动脉闭锁,Q25.500,,肺动脉闭锁,Q25.500
Q25.502,"肺动脉闭锁,室间隔缺损",Q25.500,,肺动脉闭锁,Q25.500
Q25.503,"肺动脉闭锁,室间隔缺损-体肺动脉侧枝循环",Q25.500,,肺动脉闭锁,Q25.500
Q25.504,"肺动脉闭锁,室间隔完整",Q25.500,,肺动脉闭锁,Q25.500
Q25.601,先天性肺动脉狭窄,Q25.600,,肺动脉狭窄,Q25.600
Q25.602,先天性肺动脉瓣上狭窄,Q25.601,,先天性肺动脉瓣上狭窄,Q25.601
Q25.603,先天性主肺动脉狭窄,Q25.600x003,,先天性主肺动脉狭窄,Q25.600x003
Q25.604,先天性肺动脉分叉处狭窄,Q25.600x004,,先天性肺动脉分叉处狭窄,Q25.600x004
Q25.605,先天性肺动脉分支狭窄,Q25.600x005,,先天性肺动脉分支狭窄,Q25.600x005
Q25.701,先天性肺动静脉瘘,Q25.701,,先天性肺动静脉瘘,Q25.701
Q25.702,先天性肺动脉发育不全,Q25.702,,先天性肺动脉发育不全,Q25.702
Q25.704,先天性肺动脉起源异常,Q25.700,,肺动脉的其他先天性畸形,Q25.700
Q25.705,肺动脉吊带[先天性迷走左肺动脉],Q25.705,,肺动脉吊带,Q25.705
Q25.706,先天性肺动脉瘤,Q25.700x006,,先天性肺动脉瘤,Q25.700x006
Q25.707,先天性肺动脉起源于升主动脉,Q25.700x007,,先天性肺动脉起源于升主动脉,Q25.700x007
Q25.708,先天性肺动脉扩张,Q25.700x008,,先天性肺动脉扩张,Q25.700x008
Q25.709,先天性肺动脉缺如,Q25.703,,先天性肺动脉缺如,Q25.703
Q25.710,先天性肺动脉发育异常,Q25.704,,先天性肺动脉异常,Q25.704
Q25.711,先天性支气管动脉肺动脉瘘,Q25.700x011,,先天性支气管动脉肺动脉瘘,Q25.700x011
Q25.801,先天性体肺动脉侧枝循环,Q25.800x001,,先天性体肺动脉侧枝循环,Q25.800x001
Q25.802,先天性头臂动脉畸形,Q25.800x002,,先天性头臂动脉畸形,Q25.800x002
Q25.803,先天性颈总动脉狭窄,Q25.800x003,,先天性颈总动脉狭窄,Q25.800x003
Q25.804,先天性左锁骨下动脉畸形,Q25.800x004,,先天性左锁骨下动脉畸形,Q25.800x004
Q26.001,先天性上下腔静脉狭窄,Q26.000,,先天性腔静脉狭窄,Q26.000
Q26.002,先天性上腔静脉狭窄,Q26.000x002,,先天性上腔静脉狭窄,Q26.000x002
Q26.003,先天性下腔静脉狭窄,Q26.000x003,,先天性下腔静脉狭窄,Q26.000x003
Q26.004,先天性下腔静脉闭锁,Q26.000x004,,先天性下腔静脉闭锁,Q26.000x004
Q26.101,永存左上腔静脉,Q26.100,,永存左上腔静脉,Q26.100
Q26.201,完全型肺静脉异位引流,Q26.200,,肺静脉连接完全异常,Q26.200
Q26.202,"完全性肺静脉异位引流,混合型",Q26.200,,肺静脉连接完全异常,Q26.200
Q26.203,"完全性肺静脉异位引流,心内型",Q26.200,,肺静脉连接完全异常,Q26.200
Q26.204,"完全性肺静脉异位引流,心上型",Q26.200,,肺静脉连接完全异常,Q26.200
Q26.205,"完全性肺静脉异位引流,心下型",Q26.200,,肺静脉连接完全异常,Q26.200
Q26.301,肺静脉血管畸形,Q26.300,,肺静脉连接部分异常,Q26.300
Q26.302,部分型肺静脉异位引流,Q26.300,,肺静脉连接部分异常,Q26.300
Q26.303,先天性体肺静脉异常通道,Q26.302,,肺体静脉间异常侧支静脉,Q26.302
Q26.304,肺静脉闭锁,Q26.301,,肺静脉闭锁,Q26.301
Q26.501,先天性门静脉畸形,Q26.500,,门静脉连接异常,Q26.500
Q26.601,先天性门静脉肝动脉瘘,Q26.600,,门静脉-肝动脉瘘,Q26.600
Q26.801,"部分型肺静脉异位引流,镰刀综合征",Q26.800x001,,"部分型肺静脉异位引流,镰刀综合征",Q26.800x001
